timestep,actual_temp,controlled_temp,actual_load,predicted_temp,action,effective_load
131,71.13333333333334,71.13333333333334,79.27,83.25088,hard_throttle,39.635
132,71.17333333333336,71.17333333333336,81.26,79.16001,hard_throttle,40.63
133,71.53000000000002,71.53000000000002,82.44,82.5426,hard_throttle,41.22
134,71.59333333333333,71.59333333333333,81.45,84.87979,hard_throttle,40.725
135,71.65,71.65,80.78,84.60046,hard_throttle,40.39
136,71.842,71.842,68.55,82.005516,hard_throttle,34.275
137,70.244,70.244,55.06,71.97612,soft_throttle,41.295
138,68.0085,68.0085,42.67,62.911377,none,42.67
139,64.96333333333334,64.96333333333334,30.11,56.929276,none,30.11
140,62.49666666666667,62.49666666666667,14.21,53.219765,none,14.21
141,59.983333333333306,59.983333333333306,12.55,48.34445,none,12.55
142,58.01333333333334,58.01333333333334,14.93,46.3724,none,14.93
143,57.400000000000006,57.400000000000006,14.13,49.159607,none,14.13
144,55.43333333333335,55.43333333333335,16.35,49.07699,none,16.35
145,54.41333333333334,54.41333333333334,14.48,47.968792,none,14.48
146,53.510000000000005,53.510000000000005,13.1,45.74384,none,13.1
147,52.29333333333334,52.29333333333334,14.66,44.285873,none,14.66
148,51.483333333333334,51.483333333333334,13.56,43.663013,none,13.56
149,50.14,50.14,17.26,43.49941,none,17.26
150,49.43333333333334,49.43333333333334,15.92,43.614136,none,15.92
151,48.64333333333333,48.64333333333333,16.13,43.846455,none,16.13
152,48.47,48.47,16.0,44.156242,none,16.0
153,47.51,47.51,16.36,43.95772,none,16.36
154,46.47,46.47,16.71,43.54254,none,16.71
155,46.49,46.49,14.71,43.309097,none,14.71
156,45.97,45.97,13.65,43.749447,none,13.65
157,45.04,45.04,14.34,43.536545,none,14.34
158,44.92,44.92,15.3,43.892536,none,15.3
159,44.82,44.82,12.28,44.01385,none,12.28
160,43.96,43.96,16.73,43.467045,none,16.73
161,44.28,44.28,13.08,43.58354,none,13.08
162,43.95,43.95,16.07,43.75543,none,16.07
163,43.23,43.23,15.15,43.648514,none,15.15
164,43.54,43.54,15.7,43.793137,none,15.7
165,43.45,43.45,14.79,43.40253,none,14.79
166,42.92,42.92,15.61,42.879005,none,15.61
167,42.84,42.84,14.79,42.733467,none,14.79
168,42.56,42.56,14.69,42.649654,none,14.69
169,42.69,42.69,14.28,43.243946,none,14.28
170,42.79,42.79,17.18,43.293446,none,17.18
171,42.51,42.51,15.79,43.529514,none,15.79
172,42.07,42.07,15.61,43.41047,none,15.61
173,42.34,42.34,14.3,42.755524,none,14.3
174,42.4,42.4,15.07,42.198025,none,15.07
175,42.86,42.86,14.17,42.809795,none,14.17
176,42.73,42.73,14.76,43.42279,none,14.76
177,42.8,42.8,13.9,44.03824,none,13.9
178,42.14,42.14,17.26,44.106842,none,17.26
179,42.47,42.47,14.45,44.279175,none,14.45
180,41.43,41.43,14.3,44.0623,none,14.3
181,42.55,42.55,13.76,43.495426,none,13.76
182,42.61,42.61,14.43,43.069485,none,14.43
183,42.21,42.21,14.76,43.277893,none,14.76
184,42.45,42.45,15.29,43.868572,none,15.29
185,41.72,41.72,14.58,46.087444,none,14.58
186,42.0,42.0,13.43,44.23271,none,13.43
187,42.62,42.62,13.54,43.339546,none,13.54
188,42.51,42.51,16.17,42.26728,none,16.17
189,42.13,42.13,15.21,42.34049,none,15.21
190,42.62,42.62,16.13,42.99066,none,16.13
191,42.34,42.34,16.29,43.202763,none,16.29
192,42.08,42.08,15.54,43.239044,none,15.54
193,42.21,42.21,13.88,43.534084,none,13.88
194,42.09,42.09,15.58,42.953846,none,15.58
195,41.8,41.8,17.03,42.666748,none,17.03
196,42.77,42.77,14.82,42.73628,none,14.82
197,42.04,42.04,15.76,42.684357,none,15.76
198,41.93,41.93,15.34,42.67244,none,15.34
199,41.65,41.65,17.0,41.937347,none,17.0
200,41.21,41.21,14.54,42.038486,none,14.54
201,42.54,42.54,16.74,42.29964,none,16.74
202,42.58,42.58,14.9,44.04018,none,14.9
203,42.74,42.74,14.52,44.382034,none,14.52
204,42.2,42.2,15.49,43.817043,none,15.49
205,42.13,42.13,15.76,44.304768,none,15.76
206,42.05,42.05,17.65,44.985836,none,17.65
207,42.09,42.09,15.74,48.224766,none,15.74
208,42.7,42.7,15.59,47.430756,none,15.59
209,42.25,42.25,17.27,45.75615,none,17.27
210,42.41,42.41,16.08,45.196316,none,16.08
211,42.08,42.08,14.58,45.935356,none,14.58
212,42.78,42.78,16.98,45.352196,none,16.98
213,41.49,41.49,14.47,44.343056,none,14.47
214,41.77,41.77,14.57,43.862206,none,14.57
215,42.41,42.41,14.34,43.350426,none,14.34
216,42.95,42.95,14.23,43.61699,none,14.23
217,42.16,42.16,15.75,42.549496,none,15.75
218,41.92,41.92,15.04,44.495747,none,15.04
219,42.65,42.65,11.18,44.823,none,11.18
220,42.38,42.38,15.03,42.40262,none,15.03
221,42.77,42.77,14.73,42.591038,none,14.73
222,41.74,41.74,16.43,43.37046,none,16.43
223,42.74,42.74,14.68,43.489693,none,14.68
224,41.63,41.63,18.4,43.040226,none,18.4
225,42.46,42.46,20.78,44.767475,none,20.78
226,43.34,43.34,22.38,46.991093,none,22.38
227,44.11,44.11,27.98,49.843548,none,27.98
228,45.54,45.54,30.98,54.16106,none,30.98
229,45.66,45.66,34.38,57.53772,none,34.38
230,47.56,47.56,35.06,58.403656,none,35.06
231,48.96,48.96,34.16,56.661217,none,34.16
232,49.36,49.36,34.39,53.752422,none,34.39
233,49.62,49.62,35.09,52.667973,none,35.09
234,51.14,51.14,36.56,52.32824,none,36.56
235,51.05,51.05,34.4,54.938557,none,34.4
236,51.48,51.48,33.56,54.283253,none,33.56
237,51.87,51.87,31.66,52.53385,none,31.66
238,52.55,52.55,36.45,51.467926,none,36.45
239,53.04,53.04,33.78,50.915627,none,33.78
240,52.75,52.75,34.74,52.587498,none,34.74
241,53.09,53.09,36.39,55.96646,none,36.39
242,53.46,53.46,34.37,56.157944,none,34.37
243,53.55,53.55,33.87,51.958096,none,33.87
244,54.12,54.12,35.8,50.62891,none,35.8
245,54.4,54.4,34.65,52.506786,none,34.65
246,54.48,54.48,34.8,53.285664,none,34.8
247,54.6,54.6,32.27,54.153435,none,32.27
248,55.28,55.28,35.55,52.799263,none,35.55
249,54.86,54.86,34.55,51.30274,none,34.55
250,55.09,55.09,32.45,51.12413,none,32.45
251,54.67,54.67,34.68,49.56554,none,34.68
252,55.28,55.28,31.62,50.832745,none,31.62
253,54.77,54.77,36.91,50.8682,none,36.91
254,55.16,55.16,32.78,51.71416,none,32.78
255,54.49,54.49,36.03,51.37848,none,36.03
256,55.14,55.14,33.12,53.674366,none,33.12
257,54.71,54.71,34.77,52.625935,none,34.77
258,55.5,55.5,33.01,52.445755,none,33.01
259,55.5,55.5,35.3,53.142864,none,35.3
260,54.98,54.98,33.82,54.579514,none,33.82
261,56.01,56.01,34.66,56.722507,none,34.66
262,55.09,55.09,34.12,57.552067,none,34.12
263,54.57,54.57,32.46,56.801968,none,32.46
264,54.92,54.92,34.7,55.405994,none,34.7
265,54.82,54.82,33.5,56.899494,none,33.5
266,55.4,55.4,35.35,58.878525,none,35.35
267,54.76,54.76,33.82,60.11161,none,33.82
268,55.05,55.05,34.01,56.47531,none,34.01
269,55.4,55.4,36.12,57.21327,none,36.12
270,55.33,55.33,36.96,58.663204,none,36.96
271,55.28,55.28,35.04,59.568016,none,35.04
272,55.33,55.33,33.76,57.8634,none,33.76
273,55.14,55.14,33.65,55.516438,none,33.65
274,54.65,54.65,33.12,55.666073,none,33.12
275,55.13,55.13,33.35,57.11321,none,33.35
276,55.48,55.48,33.77,57.441433,none,33.77
277,55.24,55.24,36.46,56.769787,none,36.46
278,55.46,55.46,33.86,58.52394,none,33.86
279,55.07,55.07,32.63,57.77395,none,32.63
280,55.7,55.7,34.15,58.049274,none,34.15
281,54.28,54.28,34.31,56.855896,none,34.31
282,55.36,55.36,34.14,56.26273,none,34.14
283,55.85,55.85,35.06,57.07472,none,35.06
284,55.91,55.91,34.18,58.33382,none,34.18
285,55.22,55.22,35.02,57.844196,none,35.02
286,54.78,54.78,33.16,58.159798,none,33.16
287,55.86,55.86,36.24,58.50308,none,36.24
288,55.29,55.29,34.4,57.060017,none,34.4
289,55.25,55.25,34.58,55.90531,none,34.58
290,54.95,54.95,33.16,56.134018,none,33.16
291,54.81,54.81,34.67,54.946857,none,34.67
292,55.54,55.54,34.88,55.477913,none,34.88
293,55.58,55.58,32.7,57.290443,none,32.7
294,55.39,55.39,32.11,56.456398,none,32.11
295,55.01,55.01,34.45,54.65302,none,34.45
296,54.89,54.89,33.51,54.829933,none,33.51
297,54.74,54.74,34.41,56.25661,none,34.41
298,55.09,55.09,32.55,55.28487,none,32.55
299,54.91,54.91,32.23,56.148113,none,32.23
300,54.63,54.63,34.35,58.088375,none,34.35
301,55.57,55.57,33.68,59.579792,none,33.68
302,55.29,55.29,37.27,58.879807,none,37.27
303,57.18,57.18,47.11,62.095818,none,47.11
304,58.3,58.3,49.63,68.017784,none,49.63
305,59.98,59.98,59.99,71.514694,soft_throttle,44.9925
306,61.62666666666667,61.62666666666667,61.85,74.06563,soft_throttle,46.3875
307,61.36,61.36,63.08,75.2318,hard_throttle,31.54
308,62.04666666666667,62.04666666666667,64.58,75.01106,hard_throttle,32.29
309,61.336666666666666,61.336666666666666,64.38,73.66999,soft_throttle,48.285
310,63.14333333333334,63.14333333333334,64.99,71.53867,soft_throttle,48.74249999999999
311,62.536666666666676,62.536666666666676,60.78,72.62766,soft_throttle,45.585
312,62.98666666666668,62.98666666666668,61.24,72.845474,soft_throttle,45.93
313,63.83333333333335,63.83333333333335,62.87,72.81145,soft_throttle,47.152499999999996
314,64.01666666666667,64.01666666666667,63.61,74.13471,soft_throttle,47.707499999999996
315,64.20666666666668,64.20666666666668,62.59,74.16665,soft_throttle,46.9425
316,64.52333333333334,64.52333333333334,60.64,73.64818,soft_throttle,45.480000000000004
317,65.89666666666668,65.89666666666668,63.2,72.74882,soft_throttle,47.400000000000006
318,65.25666666666666,65.25666666666666,62.37,74.87344,soft_throttle,46.777499999999996
319,66.23333333333333,66.23333333333333,62.36,71.74517,soft_throttle,46.769999999999996
320,67.01666666666667,67.01666666666667,59.87,70.94367,soft_throttle,44.902499999999996
321,67.44,67.44,63.56,71.85736,soft_throttle,47.67
322,67.13333333333333,67.13333333333333,62.78,72.502754,soft_throttle,47.085
323,67.57,67.57,64.76,73.21319,soft_throttle,48.57000000000001
324,67.67,67.67,62.51,71.93214,soft_throttle,46.8825
325,67.38,67.38,63.28,71.199005,soft_throttle,47.46
326,68.35,68.35,63.6,72.78114,soft_throttle,47.7
327,68.27,68.27,60.51,71.60927,soft_throttle,45.3825
328,68.94,68.94,65.74,70.99662,soft_throttle,49.30499999999999
329,68.13,68.13,62.09,73.78947,soft_throttle,46.5675
330,68.98,68.98,63.2,71.736206,soft_throttle,47.400000000000006
331,69.08,69.08,63.37,71.69055,soft_throttle,47.527499999999996
332,68.7,68.7,61.63,73.15743,soft_throttle,46.222500000000004
333,67.86,67.86,64.82,74.650406,soft_throttle,48.614999999999995
334,68.58,68.58,62.92,73.179535,soft_throttle,47.19
335,69.54,69.54,62.35,72.526474,soft_throttle,46.7625
336,68.98,68.98,62.77,71.83415,soft_throttle,47.0775
337,69.17,69.17,63.52,75.087616,hard_throttle,31.76
338,67.94666666666667,67.94666666666667,62.62,75.82466,hard_throttle,31.31
339,67.06,67.06,63.66,74.78641,soft_throttle,47.745
340,66.55333333333333,66.55333333333333,60.58,74.2754,soft_throttle,45.435
341,67.76666666666667,67.76666666666667,61.71,72.178986,soft_throttle,46.2825
342,68.03000000000002,68.03000000000002,60.04,72.976204,soft_throttle,45.03
343,67.37333333333333,67.37333333333333,65.0,73.471016,soft_throttle,48.75
344,67.82666666666665,67.82666666666665,64.98,75.42446,hard_throttle,32.49
345,66.98666666666668,66.98666666666668,63.35,76.120544,hard_throttle,31.675
346,66.55333333333334,66.55333333333334,61.39,74.4465,soft_throttle,46.042500000000004
347,66.44,66.44,65.47,73.26929,soft_throttle,49.1025
348,67.30666666666666,67.30666666666666,61.88,76.594734,hard_throttle,30.94
349,66.30000000000001,66.30000000000001,62.35,74.86093,soft_throttle,46.7625
350,65.59333333333333,65.59333333333333,62.79,73.72873,soft_throttle,47.0925
351,67.12666666666667,67.12666666666667,63.14,75.31128,hard_throttle,31.57
352,66.75666666666666,66.75666666666666,63.38,76.73701,hard_throttle,31.69
353,65.29666666666668,65.29666666666668,63.42,74.73155,soft_throttle,47.565
354,66.25999999999999,66.25999999999999,62.43,74.81862,soft_throttle,46.8225
355,67.16333333333333,67.16333333333333,63.4,73.8608,soft_throttle,47.55
356,66.81666666666668,66.81666666666668,62.38,75.00285,hard_throttle,31.19
357,66.6266666666667,66.6266666666667,63.3,73.95057,soft_throttle,47.474999999999994
358,66.39666666666665,66.39666666666665,63.2,73.75591,soft_throttle,47.400000000000006
359,66.96666666666665,66.96666666666665,63.52,75.126884,hard_throttle,31.76
360,66.29666666666668,66.29666666666668,63.37,72.253784,soft_throttle,47.527499999999996
361,66.55000000000001,66.55000000000001,62.07,72.534775,soft_throttle,46.5525
362,66.9833333333333,66.9833333333333,63.15,72.08867,soft_throttle,47.3625
363,66.72666666666666,66.72666666666666,63.39,73.91914,soft_throttle,47.542500000000004
364,67.51333333333335,67.51333333333335,61.05,77.522026,hard_throttle,30.525
365,67.51666666666668,67.51666666666668,62.27,75.65937,hard_throttle,31.135
366,65.99666666666666,65.99666666666666,63.33,74.71552,soft_throttle,47.4975
367,66.28999999999999,66.28999999999999,64.65,74.093666,soft_throttle,48.487500000000004
368,67.00666666666667,67.00666666666667,63.59,74.963425,soft_throttle,47.6925
369,67.29333333333334,67.29333333333334,64.73,75.80079,hard_throttle,32.365
370,66.73666666666666,66.73666666666666,62.12,74.70135,soft_throttle,46.589999999999996
371,66.86999999999998,66.86999999999998,62.9,73.04472,soft_throttle,47.175
372,67.21666666666668,67.21666666666668,63.57,74.61159,soft_throttle,47.6775
373,67.31333333333333,67.31333333333333,59.81,75.60952,hard_throttle,29.905
374,66.27666666666669,66.27666666666669,64.42,72.71467,soft_throttle,48.315
375,67.02333333333331,67.02333333333331,60.37,73.50076,soft_throttle,45.277499999999996
376,67.61,67.61,63.8,72.95124,soft_throttle,47.849999999999994
377,67.78666666666666,67.78666666666666,63.43,75.55144,hard_throttle,31.715
378,66.22000000000003,66.22000000000003,59.8,74.79025,soft_throttle,44.849999999999994
379,67.3533333333333,67.3533333333333,59.86,74.53634,soft_throttle,44.894999999999996
380,66.91000000000001,66.91000000000001,61.68,74.20966,soft_throttle,46.26
381,67.57,67.57,58.77,71.93425,soft_throttle,44.0775
382,66.69000000000003,66.69000000000003,53.61,70.236015,soft_throttle,40.207499999999996
383,66.30999999999997,66.30999999999997,50.96,68.55338,none,50.96
384,66.13333333333334,66.13333333333334,49.99,68.57957,none,49.99
385,66.27333333333333,66.27333333333333,49.36,65.964516,none,49.36
386,67.09666666666668,67.09666666666668,50.64,66.66075,none,50.64
387,67.11333333333332,67.11333333333332,49.95,69.57838,none,49.95
388,67.01333333333334,67.01333333333334,51.27,70.076294,soft_throttle,38.4525
389,66.13666666666666,66.13666666666666,50.54,69.343414,none,50.54
390,65.77333333333334,65.77333333333334,50.24,66.44605,none,50.24
391,66.81333333333332,66.81333333333332,48.95,66.90269,none,48.95
392,66.83666666666666,66.83666666666666,48.86,66.00296,none,48.86
393,67.21666666666665,67.21666666666665,49.31,66.930756,none,49.31
394,67.43,67.43,51.58,69.00248,none,51.58
395,67.62666666666667,67.62666666666667,48.89,67.44778,none,48.89
396,67.27666666666667,67.27666666666667,49.69,66.28021,none,49.69
397,66.67999999999999,66.67999999999999,46.68,65.266655,none,46.68
398,66.16666666666667,66.16666666666667,50.18,64.73053,none,50.18
399,66.63333333333334,66.63333333333334,52.08,67.466545,none,52.08
400,67.45,67.45,48.25,69.01226,none,48.25
401,67.61666666666666,67.61666666666666,53.18,69.25733,none,53.18
402,66.77333333333334,66.77333333333334,49.59,67.71209,none,49.59
403,66.27,66.27,46.29,64.86039,none,46.29
404,66.53,66.53,48.91,66.23534,none,48.91
405,67.19,67.19,50.97,67.161415,none,50.97
406,66.44,66.44,51.77,68.40823,none,51.77
407,66.87,66.87,50.23,67.642204,none,50.23
408,66.67,66.67,51.25,68.766045,none,51.25
409,66.85,66.85,47.96,68.48303,none,47.96
410,67.26,67.26,48.56,66.17432,none,48.56
411,66.74,66.74,47.36,66.21479,none,47.36
412,66.55,66.55,48.65,67.14961,none,48.65
413,67.24,67.24,50.29,65.32356,none,50.29
414,66.59,66.59,49.63,68.29346,none,49.63
415,66.12,66.12,50.41,68.740555,none,50.41
416,66.7,66.7,48.25,66.45253,none,48.25
417,66.59,66.59,48.32,66.08807,none,48.32
418,66.28,66.28,49.62,67.56939,none,49.62
419,66.18,66.18,48.65,66.5479,none,48.65
420,66.26,66.26,50.94,67.77641,none,50.94
421,66.16,66.16,48.62,66.89496,none,48.62
422,66.26,66.26,48.78,66.434456,none,48.78
423,66.03,66.03,49.88,67.66642,none,49.88
424,66.51,66.51,48.91,67.59438,none,48.91
425,66.48,66.48,47.89,68.15187,none,47.89
426,66.49,66.49,48.05,67.794846,none,48.05
427,66.32,66.32,50.02,67.2121,none,50.02
428,66.28,66.28,47.74,67.2765,none,47.74
429,66.92,66.92,51.05,68.44507,none,51.05
430,66.37,66.37,48.54,67.900055,none,48.54
431,66.85,66.85,50.11,66.52713,none,50.11
432,65.94,65.94,48.62,66.902435,none,48.62
433,66.57,66.57,48.27,66.96485,none,48.27
434,66.04,66.04,49.67,66.28157,none,49.67
435,66.11,66.11,50.64,65.001724,none,50.64
436,66.17,66.17,49.08,64.94245,none,49.08
437,66.14,66.14,49.29,66.66302,none,49.29
438,66.14,66.14,50.34,68.19259,none,50.34
439,66.82,66.82,50.38,68.51631,none,50.38
440,66.35,66.35,49.33,67.07494,none,49.33
441,66.42,66.42,48.84,66.18366,none,48.84
442,66.15,66.15,49.47,67.211914,none,49.47
443,66.67,66.67,49.14,67.96972,none,49.14
444,66.47,66.47,49.75,68.09267,none,49.75
445,66.21,66.21,47.94,67.53057,none,47.94
446,65.7,65.7,49.71,67.09588,none,49.71
447,66.42,66.42,48.51,67.80468,none,48.51
448,66.56,66.56,50.46,66.5485,none,50.46
449,65.94,65.94,48.57,67.522575,none,48.57
450,66.21,66.21,48.59,67.03352,none,48.59
451,66.54,66.54,49.91,65.06117,none,49.91
452,65.7,65.7,49.39,67.70951,none,49.39
453,66.07,66.07,52.11,67.84365,none,52.11
454,66.48,66.48,47.42,68.20986,none,47.42
455,66.77,66.77,49.51,65.6786,none,49.51
456,67.2,67.2,50.73,66.367584,none,50.73
457,67.11,67.11,48.68,69.12361,none,48.68
458,66.39,66.39,48.28,67.06164,none,48.28
459,66.5,66.5,52.31,65.34719,none,52.31
460,67.75,67.75,55.41,68.69766,none,55.41
461,68.14,68.14,62.95,73.48112,soft_throttle,47.212500000000006
462,68.34666666666666,68.34666666666666,64.92,76.0389,hard_throttle,32.46
463,68.17666666666668,68.17666666666668,68.76,75.44714,hard_throttle,34.38
464,67.72000000000001,67.72000000000001,66.75,77.46882,hard_throttle,33.375
465,67.63666666666667,67.63666666666667,67.58,75.624306,hard_throttle,33.79
466,66.79666666666667,66.79666666666667,71.06,75.5899,hard_throttle,35.53
467,66.66000000000003,66.66000000000003,69.67,78.963394,hard_throttle,34.835
468,66.86666666666667,66.86666666666667,70.7,78.2142,hard_throttle,35.35
469,65.92666666666668,65.92666666666668,70.55,79.26852,hard_throttle,35.275
470,66.19000000000001,66.19000000000001,68.1,78.03201,hard_throttle,34.05
471,66.8355,66.8355,77.12,76.702446,hard_throttle,38.56
472,67.73649999999999,67.73649999999999,81.44,81.5321,hard_throttle,40.72
473,68.79050000000001,68.79050000000001,83.32,86.1672,hard_throttle,41.66
474,70.8815,70.8815,84.62,85.01398,hard_throttle,42.31
475,72.2585,72.2585,93.37,84.7138,hard_throttle,46.685
476,73.933,73.933,94.09,86.87214,hard_throttle,47.045
477,75.4375,75.4375,93.12,88.75403,hard_throttle,46.56
478,76.534,76.534,93.53,83.97176,hard_throttle,46.765
479,77.3585,77.3585,92.81,85.2734,hard_throttle,46.405
480,78.013,78.013,94.91,82.669014,hard_throttle,47.455
481,79.74,79.74,93.88,86.66691,hard_throttle,46.94
482,80.42,80.42,94.94,84.99468,hard_throttle,47.47
483,80.24,80.24,95.27,84.591354,hard_throttle,47.635
484,81.0,81.0,91.19,85.406586,hard_throttle,45.595
485,81.0,81.0,92.87,82.38629,hard_throttle,46.435
486,81.0,81.0,93.05,84.13569,hard_throttle,46.525
487,80.97,80.97,81.69,83.268456,hard_throttle,40.845
488,79.203,79.203,63.6,73.19965,soft_throttle,47.7
489,76.90333333333332,76.90333333333332,49.2,62.44589,none,49.2
490,73.94333333333333,73.94333333333333,30.78,55.177475,none,30.78
491,70.67999999999999,70.67999999999999,18.01,52.02382,none,18.01
492,67.39333333333332,67.39333333333332,19.02,52.129833,none,19.02
493,65.38333333333331,65.38333333333331,18.88,54.771473,none,18.88
494,62.499999999999986,62.499999999999986,18.59,54.987225,none,18.59
495,60.463333333333345,60.463333333333345,17.86,54.12411,none,17.86
496,59.28333333333334,59.28333333333334,17.92,52.98753,none,17.92
497,57.24000000000001,57.24000000000001,15.81,50.67642,none,15.81
498,55.67333333333334,55.67333333333334,16.76,47.961624,none,16.76
499,55.77333333333334,55.77333333333334,18.12,47.057743,none,18.12
500,53.85,53.85,16.98,47.424088,none,16.98
501,52.68333333333334,52.68333333333334,18.67,46.78675,none,18.67
502,51.90333333333333,51.90333333333333,18.4,46.233925,none,18.4
503,50.91,50.91,19.48,45.825043,none,19.48
504,50.28,50.28,18.99,45.459152,none,18.99
505,49.1,49.1,18.12,45.248432,none,18.12
506,49.04,49.04,18.74,44.314552,none,18.74
507,48.49,48.49,19.05,44.0936,none,19.05
508,47.19,47.19,17.23,44.191616,none,17.23
509,46.98,46.98,17.45,43.44645,none,17.45
