timestamp,cpu_load_pct,cpu_temp_c,gpu_temp_c,memory_pct,power_watts,workload_state,throttle_flag,overheat_risk
2025-01-01 00:00:28,12.19,38.56,36.15,39.14,3.75,idle,0,0
2025-01-01 00:00:29,13.66,39.01,36.01,35.42,3.67,idle,0,0
2025-01-01 00:00:30,10.78,39.41,36.77,34.47,3.99,idle,0,0
2025-01-01 00:00:31,11.54,39.3,36.98,38.04,2.93,idle,0,0
2025-01-01 00:00:32,11.08,39.55,36.69,38.27,3.66,idle,0,0
2025-01-01 00:00:33,13.58,40.07,36.92,34.97,3.49,idle,0,0
2025-01-01 00:00:34,11.14,39.73,36.61,36.39,3.18,idle,0,0
2025-01-01 00:00:35,10.79,39.32,36.0,36.11,4.07,idle,0,0
2025-01-01 00:00:36,10.97,40.21,35.7,30.18,3.57,idle,0,0
2025-01-01 00:00:37,11.5,39.1,35.44,33.04,3.48,idle,0,0
2025-01-01 00:00:38,10.71,39.77,34.85,37.72,3.64,idle,0,0
2025-01-01 00:00:39,11.22,39.08,34.66,34.17,2.98,idle,0,0
2025-01-01 00:00:40,11.85,39.8,35.24,36.89,3.13,idle,0,0
2025-01-01 00:00:41,11.53,39.58,34.79,36.36,3.4,idle,0,0
2025-01-01 00:00:42,12.66,40.14,34.64,38.26,3.6,idle,0,0
2025-01-01 00:00:43,11.28,40.0,35.48,33.1,3.88,idle,0,0
2025-01-01 00:00:44,11.42,39.48,35.08,36.62,3.24,idle,0,0
2025-01-01 00:00:45,11.99,39.41,34.5,35.7,3.17,idle,0,0
2025-01-01 00:00:46,14.36,39.6,34.3,34.25,3.65,idle,0,0
2025-01-01 00:00:47,10.72,40.48,35.36,34.24,3.46,idle,0,0
2025-01-01 00:00:48,13.97,40.38,33.98,36.29,2.92,idle,0,0
2025-01-01 00:00:49,10.24,39.35,33.71,37.09,3.23,idle,0,0
2025-01-01 00:00:50,11.94,40.06,34.71,35.96,3.45,idle,0,0
2025-01-01 00:00:51,11.26,39.04,34.35,36.02,3.45,idle,0,0
2025-01-01 00:00:52,10.69,39.56,33.42,34.84,3.53,idle,0,0
2025-01-01 00:00:53,12.5,39.37,34.72,34.97,3.11,idle,0,0
2025-01-01 00:00:54,12.38,40.17,34.98,34.25,3.46,idle,0,0
2025-01-01 00:00:55,11.09,39.23,34.86,34.79,3.79,idle,0,0
2025-01-01 00:00:56,9.15,39.91,34.56,37.02,2.63,idle,0,0
2025-01-01 00:00:57,11.16,39.74,34.26,37.24,3.42,idle,0,0
2025-01-01 00:00:58,11.83,39.67,34.38,33.28,3.0,idle,0,0
2025-01-01 00:00:59,11.67,40.41,35.31,34.04,3.49,idle,0,0
2025-01-01 00:01:00,12.57,40.45,34.75,34.41,3.05,idle,0,0
2025-01-01 00:01:01,13.98,39.69,34.87,35.7,3.54,idle,0,0
2025-01-01 00:01:02,12.16,39.61,35.22,32.47,3.99,idle,0,0
2025-01-01 00:01:03,12.35,39.14,34.92,34.07,3.21,idle,0,0
2025-01-01 00:01:04,11.84,39.74,34.62,33.06,3.25,idle,0,0
2025-01-01 00:01:05,13.07,40.53,34.92,36.63,3.36,idle,0,0
2025-01-01 00:01:06,12.3,39.7,34.43,35.77,3.6,idle,0,0
2025-01-01 00:01:07,12.56,40.04,34.48,34.91,3.2,idle,0,0
2025-01-01 00:01:08,13.84,39.19,34.07,33.71,3.39,idle,0,0
2025-01-01 00:01:09,11.94,39.57,34.41,34.94,3.3,idle,0,0
2025-01-01 00:01:10,11.34,39.93,34.39,34.7,3.36,idle,0,0
2025-01-01 00:01:11,12.2,39.79,35.07,39.1,3.6,idle,0,0
2025-01-01 00:01:12,13.03,40.08,34.34,37.83,3.67,idle,0,0
2025-01-01 00:01:13,12.27,39.51,34.42,34.45,3.06,idle,0,0
2025-01-01 00:01:14,12.94,39.05,34.45,36.16,3.6,idle,0,0
2025-01-01 00:01:15,10.86,40.2,33.76,37.72,4.44,idle,0,0
2025-01-01 00:01:16,10.62,39.37,33.58,34.45,3.96,idle,0,0
2025-01-01 00:01:17,11.01,39.95,34.6,33.0,3.31,idle,0,0
2025-01-01 00:01:18,10.14,39.93,34.25,32.24,3.54,idle,0,0
2025-01-01 00:01:19,11.8,39.08,33.9,38.38,3.49,idle,0,0
2025-01-01 00:01:20,11.15,40.17,33.71,35.45,3.64,idle,0,0
2025-01-01 00:01:21,13.14,39.52,33.89,36.41,3.37,normal,0,0
2025-01-01 00:01:22,19.29,40.55,34.26,39.27,4.3,normal,0,0
2025-01-01 00:01:23,31.89,41.88,34.1,42.47,5.13,normal,0,0
2025-01-01 00:01:24,38.02,44.78,35.05,47.44,6.73,normal,0,0
2025-01-01 00:01:25,46.89,47.36,36.36,51.5,7.63,normal,0,0
2025-01-01 00:01:26,56.56,49.29,38.38,60.48,8.86,normal,0,0
2025-01-01 00:01:27,59.89,53.71,40.34,61.76,9.13,normal,0,0
2025-01-01 00:01:28,57.5,54.98,41.86,58.85,9.13,normal,0,0
2025-01-01 00:01:29,58.19,58.23,42.25,55.74,9.07,normal,0,0
2025-01-01 00:01:30,57.33,59.15,43.64,59.77,9.12,normal,0,0
2025-01-01 00:01:31,57.44,60.76,44.52,61.31,9.23,normal,0,0
2025-01-01 00:01:32,56.94,62.23,45.23,60.72,8.47,normal,0,0
2025-01-01 00:01:33,57.61,63.42,45.55,58.72,8.67,normal,0,0
2025-01-01 00:01:34,58.14,65.69,46.58,58.31,8.97,normal,0,0
2025-01-01 00:01:35,59.57,65.61,47.53,58.7,8.49,normal,0,0
2025-01-01 00:01:36,55.3,66.35,47.88,61.23,8.65,normal,0,0
2025-01-01 00:01:37,59.48,67.24,49.1,60.3,8.82,normal,0,0
2025-01-01 00:01:38,58.18,67.47,48.66,58.0,8.69,normal,0,0
2025-01-01 00:01:39,57.11,69.05,48.5,57.95,8.78,normal,0,0
2025-01-01 00:01:40,56.89,68.32,49.54,57.81,8.42,normal,0,0
2025-01-01 00:01:41,58.8,69.09,49.53,56.65,8.75,normal,0,0
2025-01-01 00:01:42,57.83,70.09,51.2,61.48,8.8,normal,0,0
2025-01-01 00:01:43,55.71,70.06,51.13,57.2,9.24,normal,0,0
2025-01-01 00:01:44,57.99,70.55,51.08,59.76,8.68,normal,0,0
2025-01-01 00:01:45,58.92,71.2,51.28,57.45,8.57,normal,0,0
2025-01-01 00:01:46,58.58,71.21,51.68,57.82,8.97,normal,0,0
2025-01-01 00:01:47,56.8,71.06,50.37,58.55,7.81,normal,0,0
2025-01-01 00:01:48,55.94,72.01,50.67,59.87,8.66,normal,0,0
2025-01-01 00:01:49,57.16,71.07,51.68,58.26,8.61,normal,0,0
2025-01-01 00:01:50,61.46,71.41,52.03,56.5,8.84,normal,0,0
2025-01-01 00:01:51,55.7,71.55,52.15,58.81,9.13,normal,0,0
2025-01-01 00:01:52,56.54,71.62,52.27,57.24,9.23,normal,0,0
2025-01-01 00:01:53,58.02,71.32,52.44,61.86,8.83,normal,0,0
2025-01-01 00:01:54,57.4,71.19,51.88,58.26,8.29,normal,0,0
2025-01-01 00:01:55,57.31,72.06,52.49,57.44,8.61,normal,0,0
2025-01-01 00:01:56,59.98,71.69,52.13,62.73,8.64,normal,0,0
2025-01-01 00:01:57,56.53,72.76,52.47,60.25,8.87,normal,0,0
2025-01-01 00:01:58,57.53,72.01,52.27,56.98,8.78,normal,0,0
2025-01-01 00:01:59,57.79,71.98,52.96,57.19,8.55,normal,0,0
2025-01-01 00:02:00,56.59,72.55,52.17,59.72,8.38,normal,0,0
2025-01-01 00:02:01,55.82,72.31,52.79,58.86,8.5,normal,0,0
2025-01-01 00:02:02,57.87,72.1,52.91,60.56,8.49,normal,0,0
2025-01-01 00:02:03,59.73,71.94,53.0,57.45,9.25,normal,0,0
2025-01-01 00:02:04,58.04,73.68,52.72,60.18,8.53,burst,0,0
2025-01-01 00:02:05,62.38,72.82,53.35,56.66,9.44,burst,0,0
2025-01-01 00:02:06,67.1,73.95,53.63,63.19,10.39,burst,0,0
2025-01-01 00:02:07,71.41,74.29,53.98,64.63,10.87,burst,0,0
2025-01-01 00:02:08,77.86,75.96,55.09,67.31,11.21,burst,0,1
2025-01-01 00:02:09,80.56,78.79,55.82,70.38,12.58,burst,0,1
2025-01-01 00:02:10,79.54,80.04,56.93,72.86,12.39,burst,1,1
2025-01-01 00:02:11,79.27,81.0,57.87,68.27,11.63,burst,1,1
2025-01-01 00:02:12,81.26,81.84,57.62,66.21,12.66,burst,1,1
2025-01-01 00:02:13,82.44,82.93,59.28,68.51,12.55,burst,1,1
2025-01-01 00:02:14,81.45,83.66,59.19,72.63,12.39,burst,1,1
2025-01-01 00:02:15,80.78,84.25,59.41,67.29,12.78,idle,1,1
2025-01-01 00:02:16,68.55,84.52,58.91,62.86,10.51,idle,1,1
2025-01-01 00:02:17,55.06,82.64,58.99,59.1,8.73,idle,1,1
2025-01-01 00:02:18,42.67,80.01,58.16,50.72,7.01,idle,1,1
2025-01-01 00:02:19,30.11,76.03,56.88,46.52,5.42,idle,0,1
2025-01-01 00:02:20,14.21,72.03,54.95,33.61,3.31,idle,0,0
2025-01-01 00:02:21,12.55,68.05,52.15,37.03,3.34,idle,0,0
2025-01-01 00:02:22,14.93,64.68,51.89,40.35,4.1,idle,0,0
2025-01-01 00:02:23,14.13,62.8,50.02,35.42,4.22,idle,0,0
2025-01-01 00:02:24,16.35,59.7,48.67,39.75,3.63,idle,0,0
2025-01-01 00:02:25,14.48,57.68,47.72,37.21,3.51,idle,0,0
2025-01-01 00:02:26,13.1,55.91,45.95,38.55,3.92,idle,0,0
2025-01-01 00:02:27,14.66,53.96,44.69,40.21,3.41,idle,0,0
2025-01-01 00:02:28,13.56,52.55,44.36,38.54,3.8,idle,0,0
2025-01-01 00:02:29,17.26,50.74,42.94,36.49,3.74,idle,0,0
2025-01-01 00:02:30,15.92,49.7,42.03,38.8,3.78,idle,0,0
2025-01-01 00:02:31,16.13,48.71,41.51,36.35,4.41,idle,0,0
2025-01-01 00:02:32,16.0,48.47,41.13,38.22,3.66,idle,0,0
2025-01-01 00:02:33,16.36,47.51,41.21,35.17,3.86,idle,0,0
2025-01-01 00:02:34,16.71,46.47,40.67,37.74,3.45,idle,0,0
2025-01-01 00:02:35,14.71,46.49,41.26,40.06,4.13,idle,0,0
2025-01-01 00:02:36,13.65,45.97,40.55,37.08,3.79,idle,0,0
2025-01-01 00:02:37,14.34,45.04,40.21,39.86,4.2,idle,0,0
2025-01-01 00:02:38,15.3,44.92,38.99,43.86,3.11,idle,0,0
2025-01-01 00:02:39,12.28,44.82,39.18,37.62,3.83,idle,0,0
2025-01-01 00:02:40,16.73,43.96,39.45,38.91,3.89,idle,0,0
2025-01-01 00:02:41,13.08,44.28,38.47,38.63,4.12,idle,0,0
2025-01-01 00:02:42,16.07,43.95,39.03,38.13,3.65,idle,0,0
2025-01-01 00:02:43,15.15,43.23,38.26,39.25,4.08,idle,0,0
2025-01-01 00:02:44,15.7,43.54,38.63,37.18,3.69,idle,0,0
2025-01-01 00:02:45,14.79,43.45,39.18,36.35,3.87,idle,0,0
2025-01-01 00:02:46,15.61,42.92,39.35,34.62,4.12,idle,0,0
2025-01-01 00:02:47,14.79,42.84,39.0,36.99,3.57,idle,0,0
2025-01-01 00:02:48,14.69,42.56,38.26,39.48,4.07,idle,0,0
2025-01-01 00:02:49,14.28,42.69,38.6,35.8,3.95,idle,0,0
2025-01-01 00:02:50,17.18,42.79,37.86,38.17,3.75,idle,0,0
2025-01-01 00:02:51,15.79,42.51,38.04,37.43,3.65,idle,0,0
2025-01-01 00:02:52,15.61,42.07,37.33,36.44,3.22,idle,0,0
2025-01-01 00:02:53,14.3,42.34,37.99,33.97,3.82,idle,0,0
2025-01-01 00:02:54,15.07,42.4,37.95,40.4,3.75,idle,0,0
2025-01-01 00:02:55,14.17,42.86,37.64,38.71,4.04,idle,0,0
2025-01-01 00:02:56,14.76,42.73,38.01,43.01,4.01,idle,0,0
2025-01-01 00:02:57,13.9,42.8,37.35,39.84,4.17,idle,0,0
2025-01-01 00:02:58,17.26,42.14,37.73,40.36,4.18,idle,0,0
2025-01-01 00:02:59,14.45,42.47,38.58,34.18,4.79,idle,0,0
2025-01-01 00:03:00,14.3,41.43,38.0,34.14,4.0,idle,0,0
2025-01-01 00:03:01,13.76,42.55,38.5,37.76,3.59,idle,0,0
2025-01-01 00:03:02,14.43,42.61,37.65,35.38,4.09,idle,0,0
2025-01-01 00:03:03,14.76,42.21,38.38,36.31,4.33,idle,0,0
2025-01-01 00:03:04,15.29,42.45,37.36,42.73,3.99,idle,0,0
2025-01-01 00:03:05,14.58,41.72,37.82,40.06,3.21,idle,0,0
2025-01-01 00:03:06,13.43,42.0,38.0,35.81,4.01,idle,0,0
2025-01-01 00:03:07,13.54,42.62,37.47,32.94,3.66,idle,0,0
2025-01-01 00:03:08,16.17,42.51,37.89,35.64,3.45,idle,0,0
2025-01-01 00:03:09,15.21,42.13,37.32,36.56,3.9,idle,0,0
2025-01-01 00:03:10,16.13,42.62,36.75,37.03,3.39,idle,0,0
2025-01-01 00:03:11,16.29,42.34,36.94,35.12,4.15,idle,0,0
2025-01-01 00:03:12,15.54,42.08,37.34,39.94,4.07,idle,0,0
2025-01-01 00:03:13,13.88,42.21,37.09,36.25,3.82,idle,0,0
2025-01-01 00:03:14,15.58,42.09,37.12,38.97,3.68,idle,0,0
2025-01-01 00:03:15,17.03,41.8,36.76,37.78,3.79,idle,0,0
2025-01-01 00:03:16,14.82,42.77,36.57,39.55,3.54,idle,0,0
2025-01-01 00:03:17,15.76,42.04,36.6,37.2,3.82,idle,0,0
2025-01-01 00:03:18,15.34,41.93,36.75,35.83,2.99,idle,0,0
2025-01-01 00:03:19,17.0,41.65,36.11,36.48,3.87,idle,0,0
2025-01-01 00:03:20,14.54,41.21,36.65,36.51,3.88,idle,0,0
2025-01-01 00:03:21,16.74,42.54,36.13,41.81,4.1,idle,0,0
2025-01-01 00:03:22,14.9,42.58,36.28,37.83,3.94,idle,0,0
2025-01-01 00:03:23,14.52,42.74,36.43,37.69,4.14,idle,0,0
2025-01-01 00:03:24,15.49,42.2,36.1,39.44,4.01,idle,0,0
2025-01-01 00:03:25,15.76,42.13,36.18,37.68,4.16,idle,0,0
2025-01-01 00:03:26,17.65,42.05,35.63,39.92,4.63,idle,0,0
2025-01-01 00:03:27,15.74,42.09,36.03,36.93,3.97,idle,0,0
2025-01-01 00:03:28,15.59,42.7,35.66,36.73,3.9,idle,0,0
2025-01-01 00:03:29,17.27,42.25,35.31,35.72,4.2,idle,0,0
2025-01-01 00:03:30,16.08,42.41,35.56,41.38,3.71,idle,0,0
2025-01-01 00:03:31,14.58,42.08,35.29,37.54,3.81,idle,0,0
2025-01-01 00:03:32,16.98,42.78,36.43,35.33,3.97,idle,0,0
2025-01-01 00:03:33,14.47,41.49,35.04,38.07,3.87,idle,0,0
2025-01-01 00:03:34,14.57,41.77,36.04,36.38,3.87,idle,0,0
2025-01-01 00:03:35,14.34,42.41,36.32,36.9,4.12,idle,0,0
2025-01-01 00:03:36,14.23,42.95,35.81,38.3,3.34,idle,0,0
2025-01-01 00:03:37,15.75,42.16,36.18,40.72,4.46,idle,0,0
2025-01-01 00:03:38,15.04,41.92,36.42,37.88,3.99,idle,0,0
2025-01-01 00:03:39,11.18,42.65,35.84,36.25,3.73,idle,0,0
2025-01-01 00:03:40,15.03,42.38,35.88,36.67,4.33,idle,0,0
2025-01-01 00:03:41,14.73,42.77,35.89,38.99,3.88,idle,0,0
2025-01-01 00:03:42,16.43,41.74,35.61,33.76,3.89,idle,0,0
2025-01-01 00:03:43,14.68,42.74,35.97,35.59,3.78,idle,0,0
2025-01-01 00:03:44,18.4,41.63,36.0,38.1,4.29,normal,0,0
2025-01-01 00:03:45,20.78,42.46,35.23,36.14,4.21,normal,0,0
2025-01-01 00:03:46,22.38,43.34,35.6,40.8,4.42,normal,0,0
2025-01-01 00:03:47,27.98,44.11,35.74,42.34,5.28,normal,0,0
2025-01-01 00:03:48,30.98,45.54,36.58,46.93,5.74,normal,0,0
2025-01-01 00:03:49,34.38,45.66,36.47,46.55,6.29,normal,0,0
2025-01-01 00:03:50,35.06,47.56,36.93,49.42,6.0,normal,0,0
2025-01-01 00:03:51,34.16,48.96,37.83,47.21,6.15,normal,0,0
2025-01-01 00:03:52,34.39,49.36,38.75,50.6,5.73,normal,0,0
2025-01-01 00:03:53,35.09,49.62,37.91,44.27,6.12,normal,0,0
2025-01-01 00:03:54,36.56,51.14,38.73,50.28,6.03,normal,0,0
2025-01-01 00:03:55,34.4,51.05,39.48,46.23,5.97,normal,0,0
2025-01-01 00:03:56,33.56,51.48,40.46,50.0,5.34,normal,0,0
2025-01-01 00:03:57,31.66,51.87,40.52,49.42,5.69,normal,0,0
2025-01-01 00:03:58,36.45,52.55,40.4,41.35,5.8,normal,0,0
2025-01-01 00:03:59,33.78,53.04,41.0,48.01,5.97,normal,0,0
2025-01-01 00:04:00,34.74,52.75,40.47,49.05,6.53,normal,0,0
2025-01-01 00:04:01,36.39,53.09,41.66,49.71,6.07,normal,0,0
2025-01-01 00:04:02,34.37,53.46,41.3,44.7,5.57,normal,0,0
2025-01-01 00:04:03,33.87,53.55,42.02,48.23,5.67,normal,0,0
2025-01-01 00:04:04,35.8,54.12,41.82,47.44,6.23,normal,0,0
2025-01-01 00:04:05,34.65,54.4,42.97,47.91,5.65,normal,0,0
2025-01-01 00:04:06,34.8,54.48,42.69,49.05,6.11,normal,0,0
2025-01-01 00:04:07,32.27,54.6,42.33,49.36,5.84,normal,0,0
2025-01-01 00:04:08,35.55,55.28,43.18,45.74,5.76,normal,0,0
2025-01-01 00:04:09,34.55,54.86,43.11,47.58,5.66,normal,0,0
2025-01-01 00:04:10,32.45,55.09,43.63,47.13,4.9,normal,0,0
2025-01-01 00:04:11,34.68,54.67,43.19,46.57,5.97,normal,0,0
2025-01-01 00:04:12,31.62,55.28,43.97,46.76,5.49,normal,0,0
2025-01-01 00:04:13,36.91,54.77,43.56,47.44,5.38,normal,0,0
2025-01-01 00:04:14,32.78,55.16,43.81,45.85,5.88,normal,0,0
2025-01-01 00:04:15,36.03,54.49,43.51,48.82,6.12,normal,0,0
2025-01-01 00:04:16,33.12,55.14,44.06,49.59,5.3,normal,0,0
2025-01-01 00:04:17,34.77,54.71,44.34,45.41,6.11,normal,0,0
2025-01-01 00:04:18,33.01,55.5,44.28,49.69,5.54,normal,0,0
2025-01-01 00:04:19,35.3,55.5,44.08,45.41,6.0,normal,0,0
2025-01-01 00:04:20,33.82,54.98,44.38,48.85,5.98,normal,0,0
2025-01-01 00:04:21,34.66,56.01,43.45,49.68,5.75,normal,0,0
2025-01-01 00:04:22,34.12,55.09,43.62,46.86,5.82,normal,0,0
2025-01-01 00:04:23,32.46,54.57,43.74,45.43,5.69,normal,0,0
2025-01-01 00:04:24,34.7,54.92,43.95,45.87,5.89,normal,0,0
2025-01-01 00:04:25,33.5,54.82,43.61,47.77,5.89,normal,0,0
2025-01-01 00:04:26,35.35,55.4,43.56,50.98,5.53,normal,0,0
2025-01-01 00:04:27,33.82,54.76,43.77,43.66,5.4,normal,0,0
2025-01-01 00:04:28,34.01,55.05,44.13,47.25,6.11,normal,0,0
2025-01-01 00:04:29,36.12,55.4,44.18,46.87,5.87,normal,0,0
2025-01-01 00:04:30,36.96,55.33,43.79,46.14,6.07,normal,0,0
2025-01-01 00:04:31,35.04,55.28,43.8,46.89,5.61,normal,0,0
2025-01-01 00:04:32,33.76,55.33,43.78,45.97,5.56,normal,0,0
2025-01-01 00:04:33,33.65,55.14,44.5,49.54,5.51,normal,0,0
2025-01-01 00:04:34,33.12,54.65,43.54,49.73,5.76,normal,0,0
2025-01-01 00:04:35,33.35,55.13,44.22,47.23,5.88,normal,0,0
2025-01-01 00:04:36,33.77,55.48,43.39,46.77,5.65,normal,0,0
2025-01-01 00:04:37,36.46,55.24,43.38,46.06,6.28,normal,0,0
2025-01-01 00:04:38,33.86,55.46,43.07,47.23,5.62,normal,0,0
2025-01-01 00:04:39,32.63,55.07,43.24,50.75,5.88,normal,0,0
2025-01-01 00:04:40,34.15,55.7,43.0,46.84,5.54,normal,0,0
2025-01-01 00:04:41,34.31,54.28,43.04,45.37,5.61,normal,0,0
2025-01-01 00:04:42,34.14,55.36,43.79,46.25,5.78,normal,0,0
2025-01-01 00:04:43,35.06,55.85,43.42,48.56,5.56,normal,0,0
2025-01-01 00:04:44,34.18,55.91,43.17,45.61,5.84,normal,0,0
2025-01-01 00:04:45,35.02,55.22,43.55,46.98,5.94,normal,0,0
2025-01-01 00:04:46,33.16,54.78,44.32,48.0,6.14,normal,0,0
2025-01-01 00:04:47,36.24,55.86,43.55,45.77,5.49,normal,0,0
2025-01-01 00:04:48,34.4,55.29,43.99,43.52,5.86,normal,0,0
2025-01-01 00:04:49,34.58,55.25,44.57,44.91,5.79,normal,0,0
2025-01-01 00:04:50,33.16,54.95,44.92,45.33,5.25,normal,0,0
2025-01-01 00:04:51,34.67,54.81,45.24,46.59,5.47,normal,0,0
2025-01-01 00:04:52,34.88,55.54,45.03,47.14,5.95,normal,0,0
2025-01-01 00:04:53,32.7,55.58,44.62,48.7,5.4,normal,0,0
2025-01-01 00:04:54,32.11,55.39,45.35,44.6,5.79,normal,0,0
2025-01-01 00:04:55,34.45,55.01,45.15,48.41,5.17,normal,0,0
2025-01-01 00:04:56,33.51,54.89,44.92,46.31,5.78,normal,0,0
2025-01-01 00:04:57,34.41,54.74,45.22,43.48,5.19,normal,0,0
2025-01-01 00:04:58,32.55,55.09,44.91,47.08,5.63,normal,0,0
2025-01-01 00:04:59,32.23,54.91,44.5,49.68,5.68,normal,0,0
2025-01-01 00:05:00,34.35,54.63,45.35,48.82,5.85,normal,0,0
2025-01-01 00:05:01,33.68,55.57,44.74,46.9,5.73,normal,0,0
2025-01-01 00:05:02,37.27,55.29,44.46,52.15,6.11,normal,0,0
2025-01-01 00:05:03,47.11,57.18,44.91,53.13,6.81,normal,0,0
2025-01-01 00:05:04,49.63,58.3,45.02,57.56,7.42,normal,0,0
2025-01-01 00:05:05,59.99,59.98,46.25,55.13,8.73,normal,0,0
2025-01-01 00:05:06,61.85,62.56,46.82,58.8,9.52,normal,0,0
2025-01-01 00:05:07,63.08,63.16,48.75,62.76,9.67,normal,0,0
2025-01-01 00:05:08,64.58,65.58,49.42,64.38,9.32,normal,0,0
2025-01-01 00:05:09,64.38,66.47,49.97,62.14,8.95,normal,0,0
2025-01-01 00:05:10,64.99,68.81,49.86,60.31,9.37,normal,0,0
2025-01-01 00:05:11,60.78,68.67,51.19,59.6,9.47,normal,0,0
2025-01-01 00:05:12,61.24,69.52,51.39,60.67,9.12,normal,0,0
2025-01-01 00:05:13,62.87,70.7,52.0,63.73,9.15,normal,0,0
2025-01-01 00:05:14,63.61,71.15,52.3,60.62,9.6,normal,0,0
2025-01-01 00:05:15,62.59,71.54,53.33,63.4,9.5,normal,0,0
2025-01-01 00:05:16,60.64,71.99,53.1,62.61,9.81,normal,0,0
2025-01-01 00:05:17,63.2,73.43,52.41,64.73,9.98,normal,0,0
2025-01-01 00:05:18,62.37,72.79,53.25,61.7,9.02,normal,0,0
2025-01-01 00:05:19,62.36,73.7,53.71,61.2,9.34,normal,0,0
2025-01-01 00:05:20,59.87,74.35,53.44,63.5,9.5,normal,0,0
2025-01-01 00:05:21,63.56,74.64,53.96,59.43,9.58,normal,0,0
2025-01-01 00:05:22,62.78,74.2,53.95,60.41,9.77,normal,0,0
2025-01-01 00:05:23,64.76,74.57,55.42,57.94,9.69,normal,0,0
2025-01-01 00:05:24,62.51,74.67,54.98,58.79,9.81,normal,0,0
2025-01-01 00:05:25,63.28,74.38,54.75,65.15,9.49,normal,0,0
2025-01-01 00:05:26,63.6,75.35,54.83,62.69,9.28,normal,0,1
2025-01-01 00:05:27,60.51,75.27,54.54,58.56,10.05,normal,0,1
2025-01-01 00:05:28,65.74,75.94,54.72,63.69,9.51,normal,0,1
2025-01-01 00:05:29,62.09,75.13,54.83,59.89,9.4,normal,0,1
2025-01-01 00:05:30,63.2,75.98,53.99,62.58,9.15,normal,0,1
2025-01-01 00:05:31,63.37,76.08,54.37,62.55,9.52,normal,0,1
2025-01-01 00:05:32,61.63,75.7,54.74,64.63,9.77,normal,0,1
2025-01-01 00:05:33,64.82,74.86,55.31,60.23,9.32,normal,0,0
2025-01-01 00:05:34,62.92,75.58,54.37,59.82,9.43,normal,0,1
2025-01-01 00:05:35,62.35,76.54,54.67,55.92,9.54,normal,0,1
2025-01-01 00:05:36,62.77,75.98,54.28,61.06,9.61,normal,0,1
2025-01-01 00:05:37,63.52,76.17,55.16,62.75,9.39,normal,0,1
2025-01-01 00:05:38,62.62,75.88,54.65,63.03,9.35,normal,0,1
2025-01-01 00:05:39,63.66,75.86,55.26,63.81,9.31,normal,0,1
2025-01-01 00:05:40,60.58,75.22,55.33,61.88,9.14,normal,0,1
2025-01-01 00:05:41,61.71,76.3,55.93,62.31,9.24,normal,0,1
2025-01-01 00:05:42,60.04,76.43,55.24,61.44,9.23,normal,0,1
2025-01-01 00:05:43,65.0,75.64,55.18,62.72,9.01,normal,0,1
2025-01-01 00:05:44,64.98,75.96,55.26,59.43,9.77,normal,0,1
2025-01-01 00:05:45,63.35,75.92,54.92,58.48,9.58,normal,0,1
